"run","kind","n","bins_count","time_alg1_s","time_alg2_s","time_alg4_s","q_base_groups","q_star_groups","U_S_babble","U_S_base","U_S_star","U_R_babble","U_R_base","U_R_star","bias_kind","low","high","jitter","seed","elapsed_s"
1,"binned",29961,27309,0.02271599997766316,0.8201556249987334,0.011044625076465309,1,1,-86587.33111262541,-86587.33111262541,-86587.33111262541,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,124,4.50749408302363
1,"binned",29961,29961,0.023132000002078712,0.8757318750722334,0.010909041971899569,1,1,-86587.33111262541,-86587.33111262541,-86587.33111262541,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,124,5.459169541019946
2,"babble",29961,1,0.0,0.0,0.0,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,5.4834315000334755
2,"binned",29961,2,0.005044958088546991,0.010561458999291062,0.01248320797458291,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,5.5495358750922605
2,"binned",29961,3,0.006715624942444265,0.010596874984912574,0.010688749956898391,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,5.614687875029631
2,"binned",29961,5,0.00812574999872595,0.010603665956296027,0.010647332994267344,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,5.681249708053656
2,"binned",29961,8,0.008832666906528175,0.010761875077150762,0.010655582998879254,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,5.748526416020468
2,"binned",29961,12,0.009463457972742617,0.011012084083631635,0.010706624947488308,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,5.816930999979377
2,"binned",29961,18,0.009515708079561591,0.011083750054240227,0.010665874928236008,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,5.885356208076701
2,"binned",29961,27,0.009718041052110493,0.011676207999698818,0.010955041972920299,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,5.954659541021101
2,"binned",29961,41,0.009841333026997745,0.012032457976602018,0.010663166991434991,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,6.024231999996118
2,"binned",29961,62,0.009914500056765974,0.012823040946386755,0.010772624984383583,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,6.095145375002176
2,"binned",29961,93,0.010979791055433452,0.01400366600137204,0.011179000022821128,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,6.168829208007082
2,"binned",29961,140,0.010053291916847229,0.01619158301036805,0.010971957934089005,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,6.2432181250769645
2,"binned",29961,210,0.010021041962318122,0.018120459048077464,0.010685584042221308,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,6.319102125009522
2,"binned",29961,315,0.010359958047047257,0.02159624989144504,0.010809500003233552,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,6.399474375066347
2,"binned",29961,473,0.010501124896109104,0.02733845799230039,0.010882708942517638,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,6.485937500023283
2,"binned",29961,710,0.010218875017017126,0.03538279188796878,0.011614792048931122,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,6.582861665985547
2,"binned",29961,1065,0.010855207918211818,0.0509973339503631,0.01145745802205056,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,6.701181791024283
2,"binned",29961,1598,0.011418833979405463,0.06903241598047316,0.011787833063863218,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,6.833815333084203
2,"binned",29961,2397,0.011433165986090899,0.09642841597087681,0.01196716702543199,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,7.001996916020289
2,"binned",29961,3596,0.012047791038639843,0.14009029197040945,0.012491374975070357,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,7.2072864160873
2,"binned",29961,5394,0.012931042001582682,0.2015399169176817,0.011551541974768043,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,7.473399625043385
2,"binned",29961,8091,0.014294166932813823,0.2986292499117553,0.011891041998751462,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,7.839664791012183
2,"binned",29961,12137,0.01695345900952816,0.42715529107954353,0.013002749998122454,1,1,-94927.11689328046,-94927.11689328046,-94927.11689328046,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,125,8.344078875030391
2,"binned",29961,18206,0.01915762503631413,0.5983824169961736,0.011498167063109577,2,2,-94927.11689328046,-94921.09736225341,-94921.09736225341,-242520.58981765158,-242502.0926182444,-242502.0926182444,"random_multilevel",0.0,0.5,0.0,125,9.016450499999337
2,"binned",29961,27309,0.022873250069096684,0.8096155420644209,0.01315858296584338,2,2,-94927.11689328046,-94921.09736225341,-94921.09736225341,-242520.58981765158,-242502.0926182444,-242502.0926182444,"random_multilevel",0.0,0.5,0.0,125,9.919088583090343
2,"binned",29961,29961,0.023987374966964126,0.9011353340465575,0.013302500010468066,2,2,-94927.11689328046,-94921.09736225341,-94921.09736225341,-242520.58981765158,-242502.0926182444,-242502.0926182444,"random_multilevel",0.0,0.5,0.0,125,10.903717249981128
3,"babble",29961,1,0.0,0.0,0.0,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,10.930120375007391
3,"binned",29961,2,0.005575999966822565,0.01137979095801711,0.01186120801139623,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,10.999304083059542
3,"binned",29961,3,0.007011790992692113,0.01171466603409499,0.011416250024922192,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,11.070357750053518
3,"binned",29961,5,0.008594000013545156,0.011390708037652075,0.011837000027298927,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,11.143131291028112
3,"binned",29961,8,0.009595374925993383,0.012244291021488607,0.011927624931558967,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,11.21672537503764
3,"binned",29961,12,0.00988262495957315,0.011437457986176014,0.011766832903958857,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,11.290340290986933
3,"binned",29961,18,0.00995366694405675,0.011954750050790608,0.011868124944157898,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,11.365465166047215
3,"binned",29961,27,0.010420708102174103,0.012342083035036922,0.011569999973289669,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,11.43926300003659
3,"binned",29961,41,0.011559042031876743,0.013315584044903517,0.01213520800229162,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,11.51626366598066
3,"binned",29961,62,0.01093745802063495,0.015339083038270473,0.011900708079338074,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,11.594519791076891
3,"binned",29961,93,0.010613792110234499,0.014730041031725705,0.011675875051878393,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,11.671193916001357
3,"binned",29961,140,0.01038212503772229,0.016754875076003373,0.011208249954506755,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,11.752158000017516
3,"binned",29961,210,0.0109655000269413,0.01982175000011921,0.011634792084805667,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,11.834345750045031
3,"binned",29961,315,0.010428375098854303,0.023483917000703514,0.011878082994371653,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,11.920428083045408
3,"binned",29961,473,0.01062229205854237,0.027896624989807606,0.012678208062425256,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,12.012164124986157
3,"binned",29961,710,0.010755165945738554,0.036577625083737075,0.013375749927945435,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,12.112553791026585
3,"binned",29961,1065,0.011084166006185114,0.04954104090575129,0.011483457987196743,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,12.224291583057493
3,"binned",29961,1598,0.011003624997101724,0.06924608396366239,0.011706083896569908,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,12.357854166068137
3,"binned",29961,2397,0.01291658403351903,0.09599237493239343,0.011457042070105672,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,12.519229208002798
3,"binned",29961,3596,0.012135334080085158,0.1391781660495326,0.012069332995451987,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,12.722920375061221
3,"binned",29961,5394,0.012944000074639916,0.2025717090582475,0.013606499996967614,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,12.995875333086587
3,"binned",29961,8091,0.01450833398848772,0.29567545803729445,0.011911750072613358,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,13.359130500000902
3,"binned",29961,12137,0.01612841698806733,0.43567354104015976,0.012131333001889288,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,13.872678791056387
3,"binned",29961,18206,0.019394499948248267,0.6003473330056295,0.011570959002710879,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,14.555743750068359
3,"binned",29961,27309,0.022813000017777085,0.8269104580394924,0.012074083089828491,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,15.461931291036308
3,"binned",29961,29961,0.023886916926130652,0.90797041694168,0.011544750072062016,1,1,-109531.26342021486,-109531.26342021486,-109531.26342021486,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,126,16.449767041020095
4,"babble",29961,1,0.0,0.0,0.0,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,16.47569791600108
4,"binned",29961,2,0.0053055830067023635,0.010976542020216584,0.01271191705018282,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,16.549558916012757
4,"binned",29961,3,0.0070527089992538095,0.011095667025074363,0.011476207990199327,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,16.619601375074126
4,"binned",29961,5,0.008455083006992936,0.011684625060297549,0.011880874983035028,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,16.6971340830205
4,"binned",29961,8,0.010366124915890396,0.012036583037115633,0.012133540934883058,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,16.772311415988952
4,"binned",29961,12,0.009595041978172958,0.011567499954253435,0.013300082995556295,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,16.850190875004046
4,"binned",29961,18,0.009807500056922436,0.012034791987389326,0.011818791041150689,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,16.92336995806545
4,"binned",29961,27,0.010159375029616058,0.011993624968454242,0.01155970897525549,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,16.996837291051634
4,"binned",29961,41,0.010347999981604517,0.012610125006176531,0.012022499926388264,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,17.072679875069298
4,"binned",29961,62,0.010581417009234428,0.013577707926742733,0.012624791008420289,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,17.15372575004585
4,"binned",29961,93,0.010645375004969537,0.0144295000936836,0.011479958076961339,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,17.23020195798017
4,"binned",29961,140,0.010374165954999626,0.016409749980084598,0.011685083038173616,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,17.308736375067383
4,"binned",29961,210,0.010427625034935772,0.02008812502026558,0.011642499943263829,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,17.39086337503977
4,"binned",29961,315,0.010444374987855554,0.02420479105785489,0.012805292033590376,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,17.478451000060886
4,"binned",29961,473,0.010480834054760635,0.02846679196227342,0.011689375038258731,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,17.568713541026227
4,"binned",29961,710,0.010861958959139884,0.03712875000201166,0.011531791067682207,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,17.668198083061725
4,"binned",29961,1065,0.010803499957546592,0.05087395804002881,0.012472041067667305,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,17.781921833055094
4,"binned",29961,1598,0.011239417013712227,0.06844629195984453,0.011825207970105112,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,17.913036333047785
4,"binned",29961,2397,0.01141462498344481,0.09564925008453429,0.013902541948482394,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,18.076466375030577
4,"binned",29961,3596,0.012198667041957378,0.13946683297399431,0.011670709005557,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,18.280215250095353
4,"binned",29961,5394,0.013099834090098739,0.2052883330034092,0.011690541985444725,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,18.55092254106421
4,"binned",29961,8091,0.014205832965672016,0.29821608297061175,0.011725250049494207,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,18.920970999985002
4,"binned",29961,12137,0.016117791063152254,0.4293036670424044,0.011719417059794068,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,19.430015166057274
4,"binned",29961,18206,0.018635125015862286,0.6093797089997679,0.012381542008370161,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,20.122062333044596
4,"binned",29961,27309,0.02348125004209578,0.8232457500416785,0.013081458047963679,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,21.031939500011504
4,"binned",29961,29961,0.0236610840074718,0.9009279580786824,0.012053249985910952,1,1,-96433.82000856021,-96433.82000856021,-96433.82000856021,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,127,22.01340950001031
5,"babble",29961,1,0.0,0.0,0.0,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,22.0398095829878
5,"binned",29961,2,0.005252165952697396,0.011689167004078627,0.011573083000257611,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,22.110799374990165
5,"binned",29961,3,0.00748579204082489,0.012177334050647914,0.012637333013117313,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,22.18926558305975
5,"binned",29961,5,0.009256749995984137,0.01308458298444748,0.012576207984238863,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,22.26460987504106
5,"binned",29961,8,0.009593417053110898,0.011932458961382508,0.011756084044463933,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,22.338531790999696
