"run","kind","n","bins_count","time_alg1_s","time_alg2_s","time_alg4_s","q_base_groups","q_star_groups","U_S_babble","U_S_base","U_S_star","U_R_babble","U_R_base","U_R_star","bias_kind","low","high","jitter","seed","elapsed_s"
5,"binned",29961,12,0.009764957940205932,0.012120291939936578,0.012419207952916622,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,22.41340233304072
5,"binned",29961,18,0.010002749972045422,0.011991540901362896,0.011556125013157725,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,22.48916466603987
5,"binned",29961,27,0.01183650002349168,0.013169916928745806,0.01181912503670901,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,22.566462625050917
5,"binned",29961,41,0.010386832989752293,0.01268233300652355,0.011890749912708998,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,22.640995416091755
5,"binned",29961,62,0.010462458012625575,0.013554625096730888,0.011854416923597455,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,22.71645362500567
5,"binned",29961,93,0.01095495792105794,0.015539208077825606,0.011677417089231312,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,22.798664250061847
5,"binned",29961,140,0.011491458979435265,0.016618583002127707,0.011708042002283037,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,22.878517957986332
5,"binned",29961,210,0.010640666936524212,0.019360249978490174,0.012108583003282547,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,22.9600110410247
5,"binned",29961,315,0.010703207924962044,0.022401834023185074,0.01201779197435826,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,23.04490654100664
5,"binned",29961,473,0.010800458025187254,0.028940207906998694,0.011954625020734966,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,23.139743583044037
5,"binned",29961,710,0.010649207979440689,0.03677962499205023,0.01152187492698431,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,23.238051749998704
5,"binned",29961,1065,0.010730208945460618,0.049553625052794814,0.011551874922588468,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,23.34950154100079
5,"binned",29961,1598,0.011153083061799407,0.06898429105058312,0.011635208036750555,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,23.48099541605916
5,"binned",29961,2397,0.011894541908986866,0.0974446670152247,0.011513249948620796,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,23.64225512498524
5,"binned",29961,3596,0.012334374943748116,0.13976237503811717,0.011425166972912848,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,23.846271125017665
5,"binned",29961,5394,0.013223292073234916,0.20391312497667968,0.012465665931813419,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,24.120463750092313
5,"binned",29961,8091,0.014612708007916808,0.29847770801279694,0.011632333043962717,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,24.4949077910278
5,"binned",29961,12137,0.016278958064503968,0.4351087079849094,0.011533415992744267,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,24.999492165981792
5,"binned",29961,18206,0.019570832955650985,0.6035717079648748,0.011465708026662469,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,25.677540833014064
5,"binned",29961,27309,0.022579209064133465,0.8344853329472244,0.011838958016596735,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,26.590565207996406
5,"binned",29961,29961,0.02402987494133413,0.9018865840043873,0.013471166952513158,1,1,-96835.25024552696,-96835.25024552696,-96835.25024552696,-242520.58981765158,-242520.58981765158,-242520.58981765158,"random_multilevel",0.0,0.5,0.0,128,27.579040458076634
