asymmetry_delta,k_slope,utility_babbling,utility_maxinfo
0.0,0.0,0.0,0.9926470588235294
0.13179420630160582,1.0,0.26470588235294124,0.7352941176470589
0.2549905085185426,2.0,0.26470588235294124,0.7352941176470589
0.3636719687792358,3.0,0.26470588235294124,0.26470588235294124
0.455547371569613,4.0,0.26470588235294124,0.26470588235294124
0.5926417307964433,6.0,0.26470588235294124,0.26470588235294124
0.6829369247486388,8.0,0.26470588235294124,0.26470588235294124
0.7435907811811711,10.0,0.26470588235294124,0.26470588235294124
0.7860002487683144,12.0,0.26470588235294124,0.26470588235294124
