asymmetry_delta,k_slope,utility_babbling,utility_maxinfo
0.0,0.0,0.0,0.999719887955182
0.12569624742574814,1.0,0.2649859943977585,0.9352941176470583
0.2438929841192234,2.0,0.2649859943977585,0.7588235294117642
0.3492565245556629,3.0,0.2649859943977585,0.2649859943977585
0.4394693715565764,4.0,0.2649859943977585,0.2649859943977585
0.5765954004882597,6.0,0.2649859943977585,0.2649859943977585
0.6687868026551971,8.0,0.2649859943977585,0.2649859943977585
0.7314889726310005,10.0,0.2649859943977585,0.2649859943977585
0.775546871127412,12.0,0.2649859943977585,0.2649859943977585
