"run","kind","n","bins_count","time_alg1_s","time_alg2_s","time_alg4_s","q_base_groups","q_star_groups","utility_babble","utility_base","utility_star","kept_babble","kept_base","kept_star","bias_kind","bias_direction","low","high","jitter","seed","elapsed_s"
4,"binned",65,8,2.4582957848906517e-05,3.362499410286546e-05,0.0003081670147366822,5,3,76.74242424242424,380.7727272727273,387.6212121212121,326,639,839,"random_multilevel","down",0.15,0.85,0.0,127,0.2667269589728676
4,"binned",65,12,3.1291041523218155e-05,4.491599975153804e-05,0.0005170829826965928,7,4,76.74242424242424,380.7727272727273,387.6212121212121,326,639,839,"random_multilevel","down",0.15,0.85,0.0,127,0.2674337920034304
4,"binned",65,18,4.133401671424508e-05,8.73749959282577e-05,0.001201417006086558,11,6,76.74242424242424,362.2878787878788,395.71212121212125,326,615,848,"random_multilevel","down",0.15,0.85,0.0,127,0.2688769999658689
4,"binned",65,27,5.358399357646704e-05,0.0001342089963145554,0.0021370419999584556,15,14,76.74242424242424,410.2878787878788,428.7727272727273,326,711,735,"random_multilevel","down",0.15,0.85,0.0,127,0.27132120897294953
4,"binned",65,41,7.375003769993782e-05,0.00024262501392513514,0.005150083045009524,23,21,76.74242424242424,271.1060606060606,428.7727272727273,326,450,735,"random_multilevel","down",0.15,0.85,0.0,127,0.2769118339638226
4,"binned",65,62,0.00010079197818413377,0.00019412499386817217,0.041791166993789375,59,31,76.74242424242424,242.07575757575754,428.7727272727273,326,381,735,"random_multilevel","down",0.15,0.85,0.0,127,0.31913137499941513
4,"binned",65,65,0.00010716600809246302,0.00011029205052182078,0.05177349998848513,65,33,76.74242424242424,242.07575757575754,428.7727272727273,326,381,735,"random_multilevel","down",0.15,0.85,0.0,127,0.3713080839952454
5,"babble",65,1,0.0,0.0,0.0,1,1,273.77272727272725,273.77272727272725,273.77272727272725,680,680,680,"random_multilevel","down",0.15,0.85,0.0,128,0.3715927089797333
5,"binned",65,2,1.2249976862221956e-05,1.533300383016467e-05,6.691599264740944e-05,1,1,273.77272727272725,273.77272727272725,273.77272727272725,680,680,680,"random_multilevel","down",0.15,0.85,0.0,128,0.37180145899765193
5,"binned",65,3,1.4416000340133905e-05,1.9665982108563185e-05,0.00010274996748194098,2,2,273.77272727272725,556.6666666666666,556.6666666666666,680,1108,1108,"random_multilevel","down",0.15,0.85,0.0,128,0.37205216696020216
5,"binned",65,5,1.937500201165676e-05,2.7084024623036385e-05,0.0001593329943716526,3,2,273.77272727272725,470.7878787878788,511.96969696969705,680,878,1175,"random_multilevel","down",0.15,0.85,0.0,128,0.37237050000112504
5,"binned",65,8,2.4500011932104826e-05,3.8041966035962105e-05,0.0002193329855799675,4,4,273.77272727272725,513.7575757575758,513.7575757575758,680,990,990,"random_multilevel","down",0.15,0.85,0.0,128,0.37276558397570625
5,"binned",65,12,3.1584000680595636e-05,5.1250040996819735e-05,0.0004059160128235817,6,5,273.77272727272725,429.6969696969697,556.6666666666666,680,772,1108,"random_multilevel","down",0.15,0.85,0.0,128,0.3733697090065107
5,"binned",65,18,4.1040999349206686e-05,7.875001756474376e-05,0.0007961250375956297,9,6,273.77272727272725,382.24242424242425,603.8636363636364,680,664,1253,"random_multilevel","down",0.15,0.85,0.0,128,0.3744043339975178
5,"binned",65,27,5.366699770092964e-05,0.00014866702258586884,0.0021403339924290776,15,9,273.77272727272725,359.7272727272727,603.8636363636364,680,599,1253,"random_multilevel","down",0.15,0.85,0.0,128,0.376862709003035
5,"binned",65,41,7.316702976822853e-05,0.0002424169797450304,0.004586208029650152,22,15,273.77272727272725,359.7272727272727,604.8484848484849,680,599,1254,"random_multilevel","down",0.15,0.85,0.0,128,0.3818889170070179
5,"binned",65,62,0.00010016700252890587,0.00010204198770225048,0.04670950002036989,62,23,273.77272727272725,254.1969696969697,606.7878787878788,680,409,1256,"random_multilevel","down",0.15,0.85,0.0,128,0.4289331669569947
5,"binned",65,65,0.0001092919846996665,0.00012033298844471574,0.05199658399214968,65,24,273.77272727272725,254.1969696969697,606.7878787878788,680,409,1256,"random_multilevel","down",0.15,0.85,0.0,128,0.481331416987814
