"timestamp","k_attrs","cols_json","domain_size","levels_json","probs_json","time_alg1_first_s","num_edges_alg1","time_alg2_s","time_alg4_s","time_alg24_s","q_base_groups","q_star_groups","merges_alg2","utility_q_babble","utility_q_base","utility_q_star","kept_q_babble","kept_q_base","kept_q_star"
"2025-10-13 13:02:03",1,"[""sex""]",2,"[0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333]","[0.25, 0.25, 0.25, 0.25]",1.5290977898985147e-05,0,1.979200169444084e-05,1.6583013348281384e-05,3.6375015042722225e-05,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,1
"2025-10-13 13:02:03",2,"[""sex"", ""race""]",10,"[0.9090909090909091, 0.7272727272727273, 0.45454545454545453, 0.2727272727272727]","[0.25, 0.25, 0.25, 0.25]",4.504196112975478e-05,32,0.0001146250288002193,0.0003678339999169111,0.0004824590287171304,9,5,1,1.9999999999999998,1.727272727272727,1.9999999999999998,5,3,5
"2025-10-13 13:02:04",3,"[""sex"", ""race"", ""education_num""]",160,"[0.9937888198757764, 0.7453416149068323, 0.4968944099378882, 0.2484472049689441]","[0.25, 0.25, 0.25, 0.25]",0.02373004105174914,8618,0.021761875017546117,0.9129991249646991,0.9347609999822453,159,2,1,37.34782608695653,36.658385093167695,47.77018633540373,73,52,78
