"timestamp","k_attrs","cols_json","domain_size","levels_json","probs_json","time_alg1_first_s","num_edges_alg1","time_alg2_s","time_alg4_s","time_alg24_s","q_base_groups","q_star_groups","merges_alg2","utility_q_babble","utility_q_base","utility_q_star","kept_q_babble","kept_q_base","kept_q_star"
"2025-10-13 18:02:27",1,"[""price_category""]",5,"[0.8333333333333334, 0.6666666666666666, 0.5, 0.3333333333333333]","[0.25, 0.25, 0.25, 0.25]",2.5040993932634592e-05,7,2.616702113300562e-05,9.425001917406917e-05,0.00012041704030707479,5,5,0,0.0,0.8333333333333334,0.8333333333333334,0,1,1
"2025-10-13 18:02:27",2,"[""price_category"", ""airline""]",30,"[0.967741935483871, 0.7419354838709677, 0.4838709677419355, 0.25806451612903225]","[0.25, 0.25, 0.25, 0.25]",0.000296834041364491,308,0.0007785420166328549,0.0069126669550314546,0.0076912089716643095,29,20,1,7.774193548387096,7.258064516129032,8.096774193548388,16,11,13
