asymmetry_delta,k_slope,utility_babbling,utility_maxinfo
0.0,0.0,0.0,0.9998236642567448
0.12487338729043823,1.0,0.2523364485981308,0.9333450890495504
0.24234156230738046,2.0,0.2523364485981308,0.7476635514018696
0.34712276907842,3.0,0.2523364485981308,0.2523364485981308
0.43690096162076786,4.0,0.2523364485981308,0.2523364485981308
0.5734830355099743,6.0,0.2523364485981308,0.2523364485981308
0.6653801436437593,8.0,0.2523364485981308,0.2523364485981308
0.7279307278215957,10.0,0.2523364485981308,0.2523364485981308
0.7719472563060283,12.0,0.2523364485981308,0.3554928584023981
