asymmetry_delta,k_slope,utility_babbling,utility_maxinfo
0.0,0.0,0.0,0.9926470588235294
0.7014860704470695,1.0,0.33088235294117646,0.33088235294117646
0.7909207263207501,2.0,0.33088235294117646,0.33088235294117646
0.8075420399895974,3.0,0.33088235294117646,0.33088235294117646
0.8112895251990361,4.0,0.33088235294117646,0.33088235294117646
0.812422315390157,6.0,0.33088235294117646,0.33088235294117646
0.81249483508366,8.0,0.33088235294117646,0.33088235294117646
0.8124996533441666,10.0,0.33088235294117646,0.33088235294117646
0.8124999766756331,12.0,0.33088235294117646,0.33088235294117646
